Compound_Name,CAS_Number,OECD_442C_DPRA_Depletion_%,OECD_442C_Status,OECD_442D_ARE_Nrf2_Fold,OECD_442E_hCLAT_MFI,InVivo_LLNA_EC3_%
Compound_0659,CAS-101977-9,72.9,Positive (>6.38%),3.41,299.1,6.86
Compound_0660,CAS-101980-0,65.3,Positive (>6.38%),2.47,20.0,4.64
Compound_0661,CAS-101983-1,55.9,Positive (>6.38%),3.62,180.8,5.8
Compound_0662,CAS-101986-2,56.5,Positive (>6.38%),3.67,442.9,0.09
Compound_0663,CAS-101989-3,67.8,Positive (>6.38%),3.17,42.1,1.87
Compound_0664,CAS-101992-4,56.5,Positive (>6.38%),0.99,197.0,5.08
Compound_0665,CAS-101995-5,52.8,Positive (>6.38%),0.8,20.0,0.05
Compound_0666,CAS-101998-6,70.8,Positive (>6.38%),1.95,166.6,0.17
Compound_0667,CAS-102001-7,62.9,Positive (>6.38%),7.09,32.2,9.55
Compound_0668,CAS-102004-8,99.9,Positive (>6.38%),2.7,239.7,5.76
Compound_0669,CAS-102007-9,10.2,Positive (>6.38%),5.72,64.5,1.54
Compound_0670,CAS-102010-0,92.5,Positive (>6.38%),15.3,112.0,5.82
Compound_0671,CAS-102013-1,95.9,Positive (>6.38%),0.8,164.7,7.86
Compound_0672,CAS-102016-2,22.9,Positive (>6.38%),3.77,33.8,1.83
Compound_0673,CAS-102019-3,61.0,Positive (>6.38%),3.59,243.6,0.18
Compound_0674,CAS-102022-4,60.3,Positive (>6.38%),12.51,64.9,13.5
Compound_0675,CAS-102025-5,37.5,Positive (>6.38%),13.57,195.4,2.12
Compound_0676,CAS-102028-6,51.4,Positive (>6.38%),3.71,31.0,0.56
Compound_0677,CAS-102031-7,44.1,Positive (>6.38%),0.89,209.7,3.38
Compound_0678,CAS-102034-8,99.9,Positive (>6.38%),5.13,24.7,7.32
Compound_0679,CAS-102037-9,89.1,Positive (>6.38%),0.8,99.7,1.25
Compound_0680,CAS-102040-0,96.5,Positive (>6.38%),4.86,51.1,1.57
Compound_0681,CAS-102043-1,84.4,Positive (>6.38%),7.71,248.4,1.39
Compound_0682,CAS-102046-2,43.7,Positive (>6.38%),1.54,54.7,23.94
Compound_0683,CAS-102049-3,57.0,Positive (>6.38%),3.19,384.2,1.1
Compound_0684,CAS-102052-4,79.3,Positive (>6.38%),1.8,400.3,4.28
Compound_0685,CAS-102055-5,41.6,Positive (>6.38%),1.84,39.4,12.97
Compound_0686,CAS-102058-6,84.2,Positive (>6.38%),1.19,171.3,0.79
Compound_0687,CAS-102061-7,63.2,Positive (>6.38%),4.6,20.0,17.68
Compound_0688,CAS-102064-8,60.3,Positive (>6.38%),8.81,89.4,14.73
Compound_0689,CAS-102067-9,84.1,Positive (>6.38%),9.04,224.9,10.8
Compound_0690,CAS-102070-0,78.3,Positive (>6.38%),0.8,193.9,1.21
Compound_0691,CAS-102073-1,60.6,Positive (>6.38%),6.65,176.4,5.03
Compound_0692,CAS-102076-2,94.0,Positive (>6.38%),4.28,59.8,7.15
Compound_0693,CAS-102079-3,44.7,Positive (>6.38%),0.93,85.5,21.35
Compound_0694,CAS-102082-4,82.1,Positive (>6.38%),0.8,20.0,0.99
Compound_0695,CAS-102085-5,81.5,Positive (>6.38%),1.0,228.5,7.26
Compound_0696,CAS-102088-6,61.7,Positive (>6.38%),7.78,126.2,2.07
Compound_0697,CAS-102091-7,75.7,Positive (>6.38%),3.21,222.1,0.97
Compound_0698,CAS-102094-8,41.0,Positive (>6.38%),4.09,51.5,2.74
Compound_0699,CAS-102097-9,88.8,Positive (>6.38%),0.95,70.6,7.9
Compound_0700,CAS-102100-0,64.4,Positive (>6.38%),4.07,73.2,3.13
Compound_0701,CAS-102103-1,57.0,Positive (>6.38%),0.8,20.0,3.86
Compound_0702,CAS-102106-2,91.6,Positive (>6.38%),1.51,75.1,26.65
Compound_0703,CAS-102109-3,53.0,Positive (>6.38%),3.15,292.7,2.55
Compound_0704,CAS-102112-4,37.5,Positive (>6.38%),0.8,409.7,4.78
Compound_0705,CAS-102115-5,34.3,Positive (>6.38%),5.54,131.4,2.27
Compound_0706,CAS-102118-6,81.8,Positive (>6.38%),0.86,109.4,2.49
Compound_0707,CAS-102121-7,40.3,Positive (>6.38%),3.38,20.0,5.95
Compound_0708,CAS-102124-8,99.9,Positive (>6.38%),1.66,380.5,13.89
Compound_0709,CAS-102127-9,22.7,Positive (>6.38%),2.9,20.0,3.91
Compound_0710,CAS-102130-0,99.9,Positive (>6.38%),0.8,521.3,7.31
Compound_0711,CAS-102133-1,73.1,Positive (>6.38%),0.8,120.9,0.47
Compound_0712,CAS-102136-2,66.4,Positive (>6.38%),7.69,75.3,1.19
Compound_0713,CAS-102139-3,56.5,Positive (>6.38%),1.01,464.4,3.49
Compound_0714,CAS-102142-4,77.3,Positive (>6.38%),5.48,20.0,0.1
Compound_0715,CAS-102145-5,67.7,Positive (>6.38%),15.5,156.8,1.46
Compound_0716,CAS-102148-6,92.8,Positive (>6.38%),0.8,143.3,3.64
Compound_0717,CAS-102151-7,71.0,Positive (>6.38%),0.99,44.6,0.08
Compound_0718,CAS-102154-8,71.8,Positive (>6.38%),3.48,100.8,1.54
Compound_0719,CAS-102157-9,60.5,Positive (>6.38%),10.77,190.1,3.61
Compound_0720,CAS-102160-0,67.2,Positive (>6.38%),7.92,233.8,4.26
Compound_0721,CAS-102163-1,75.3,Positive (>6.38%),2.24,20.0,13.0
Compound_0722,CAS-102166-2,30.9,Positive (>6.38%),5.07,497.2,5.18
Compound_0723,CAS-102169-3,38.8,Positive (>6.38%),0.8,32.4,2.68
Compound_0724,CAS-102172-4,84.9,Positive (>6.38%),12.13,47.9,13.32
Compound_0725,CAS-102175-5,72.3,Positive (>6.38%),10.67,55.0,7.68
Compound_0726,CAS-102178-6,64.5,Positive (>6.38%),0.8,20.0,1.12
Compound_0727,CAS-102181-7,68.9,Positive (>6.38%),1.14,23.6,0.7
Compound_0728,CAS-102184-8,76.1,Positive (>6.38%),0.8,772.9,5.63
Compound_0729,CAS-102187-9,56.6,Positive (>6.38%),1.01,68.2,4.1
Compound_0730,CAS-102190-0,51.4,Positive (>6.38%),5.42,22.1,7.8
Compound_0731,CAS-102193-1,72.8,Positive (>6.38%),1.52,20.4,6.71
Compound_0732,CAS-102196-2,47.0,Positive (>6.38%),0.8,228.8,4.91
Compound_0733,CAS-102199-3,77.5,Positive (>6.38%),1.34,347.0,21.48
Compound_0734,CAS-102202-4,31.0,Positive (>6.38%),12.75,53.5,3.81
Compound_0735,CAS-102205-5,91.1,Positive (>6.38%),3.18,20.0,0.6
Compound_0736,CAS-102208-6,78.9,Positive (>6.38%),1.72,45.4,8.81
Compound_0737,CAS-102211-7,74.1,Positive (>6.38%),0.8,20.0,1.45
Compound_0738,CAS-102214-8,90.1,Positive (>6.38%),13.7,20.0,7.51
Compound_0739,CAS-102217-9,99.9,Positive (>6.38%),5.5,101.7,15.75
Compound_0740,CAS-102220-0,90.8,Positive (>6.38%),1.06,47.0,5.97
Compound_0741,CAS-102223-1,28.0,Positive (>6.38%),0.8,130.6,4.53
Compound_0742,CAS-102226-2,40.3,Positive (>6.38%),0.8,52.6,3.08
Compound_0743,CAS-102229-3,54.8,Positive (>6.38%),0.8,508.0,2.27
Compound_0744,CAS-102232-4,69.1,Positive (>6.38%),2.78,425.5,2.18
Compound_0745,CAS-102235-5,79.9,Positive (>6.38%),8.45,150.6,5.06
Compound_0746,CAS-102238-6,52.5,Positive (>6.38%),2.2,78.8,6.96
Compound_0747,CAS-102241-7,72.6,Positive (>6.38%),5.92,86.4,5.67
Compound_0748,CAS-102244-8,51.9,Positive (>6.38%),1.89,95.5,1.11
Compound_0749,CAS-102247-9,55.0,Positive (>6.38%),3.95,234.1,3.41
Compound_0750,CAS-102250-0,37.6,Positive (>6.38%),4.21,108.1,7.84
Compound_0751,CAS-102253-1,48.2,Positive (>6.38%),0.8,349.7,3.23
Compound_0752,CAS-102256-2,38.8,Positive (>6.38%),1.43,519.1,3.85
Compound_0753,CAS-102259-3,47.0,Positive (>6.38%),3.25,73.7,7.37
Compound_0754,CAS-102262-4,91.7,Positive (>6.38%),0.8,148.1,5.41
Compound_0755,CAS-102265-5,47.6,Positive (>6.38%),1.44,20.0,2.63
Compound_0756,CAS-102268-6,99.9,Positive (>6.38%),2.45,40.3,11.29
Compound_0757,CAS-102271-7,79.4,Positive (>6.38%),15.5,96.0,0.89
Compound_0758,CAS-102274-8,72.6,Positive (>6.38%),2.06,41.6,27.04
Compound_0759,CAS-102277-9,49.6,Positive (>6.38%),5.42,376.6,0.63
Compound_0760,CAS-102280-0,83.9,Positive (>6.38%),1.81,31.0,0.08
Compound_0761,CAS-102283-1,55.8,Positive (>6.38%),5.09,109.5,11.04
Compound_0762,CAS-102286-2,71.2,Positive (>6.38%),2.9,167.5,1.4
Compound_0763,CAS-102289-3,99.9,Positive (>6.38%),6.97,211.9,6.54
Compound_0764,CAS-102292-4,66.4,Positive (>6.38%),1.69,86.9,8.33
Compound_0765,CAS-102295-5,93.8,Positive (>6.38%),2.97,366.0,9.79
Compound_0766,CAS-102298-6,53.0,Positive (>6.38%),3.18,151.2,23.89
Compound_0767,CAS-102301-7,67.7,Positive (>6.38%),1.73,104.2,1.74
Compound_0768,CAS-102304-8,99.9,Positive (>6.38%),0.8,20.0,6.19
Compound_0769,CAS-102307-9,54.7,Positive (>6.38%),0.8,112.5,0.61
Compound_0770,CAS-102310-0,99.9,Positive (>6.38%),0.8,309.4,2.61
Compound_0771,CAS-102313-1,84.1,Positive (>6.38%),6.62,171.6,9.42
Compound_0772,CAS-102316-2,56.1,Positive (>6.38%),0.86,321.3,2.29
Compound_0773,CAS-102319-3,82.4,Positive (>6.38%),0.8,122.6,4.47
Compound_0774,CAS-102322-4,89.9,Positive (>6.38%),4.26,22.7,3.5
Compound_0775,CAS-102325-5,82.2,Positive (>6.38%),1.23,20.0,5.19
Compound_0776,CAS-102328-6,34.0,Positive (>6.38%),2.26,65.0,18.04
Compound_0777,CAS-102331-7,52.5,Positive (>6.38%),0.8,215.5,0.29
Compound_0778,CAS-102334-8,63.1,Positive (>6.38%),10.28,281.1,4.27
Compound_0779,CAS-102337-9,66.9,Positive (>6.38%),6.1,63.1,9.94
Compound_0780,CAS-102340-0,82.2,Positive (>6.38%),6.38,123.2,3.28
Compound_0781,CAS-102343-1,72.4,Positive (>6.38%),1.67,98.4,0.41
Compound_0782,CAS-102346-2,39.1,Positive (>6.38%),4.6,95.1,4.11
Compound_0783,CAS-102349-3,76.9,Positive (>6.38%),0.8,47.4,2.02
Compound_0784,CAS-102352-4,81.9,Positive (>6.38%),0.8,26.4,0.84
Compound_0785,CAS-102355-5,80.8,Positive (>6.38%),0.8,39.4,9.45
Compound_0786,CAS-102358-6,92.3,Positive (>6.38%),2.83,20.0,3.69
Compound_0787,CAS-102361-7,86.8,Positive (>6.38%),1.94,39.7,13.54
Compound_0788,CAS-102364-8,78.6,Positive (>6.38%),2.34,20.0,8.2
Compound_0789,CAS-102367-9,67.0,Positive (>6.38%),0.8,177.6,5.9
Compound_0790,CAS-102370-0,32.0,Positive (>6.38%),1.76,68.5,0.03
Compound_0791,CAS-102373-1,78.0,Positive (>6.38%),4.05,651.1,2.79
Compound_0792,CAS-102376-2,73.1,Positive (>6.38%),1.87,38.8,1.1
Compound_0793,CAS-102379-3,74.5,Positive (>6.38%),4.22,76.4,12.08
Compound_0794,CAS-102382-4,40.4,Positive (>6.38%),0.85,79.7,0.96
Compound_0795,CAS-102385-5,44.7,Positive (>6.38%),5.37,20.0,1.68
Compound_0796,CAS-102388-6,91.7,Positive (>6.38%),2.84,329.0,3.64
Compound_0797,CAS-102391-7,67.6,Positive (>6.38%),0.8,20.0,1.53
Compound_0798,CAS-102394-8,83.5,Positive (>6.38%),0.86,507.0,1.18
Compound_0799,CAS-102397-9,69.1,Positive (>6.38%),3.16,400.7,4.57
Compound_0800,CAS-102400-0,69.2,Positive (>6.38%),5.67,138.0,0.47
Compound_0801,CAS-102403-1,89.1,Positive (>6.38%),1.72,141.2,0.3
Compound_0802,CAS-102406-2,57.1,Positive (>6.38%),0.96,190.9,2.33
Compound_0803,CAS-102409-3,70.6,Positive (>6.38%),6.46,88.1,6.38
Compound_0804,CAS-102412-4,58.3,Positive (>6.38%),3.54,187.5,4.05
Compound_0805,CAS-102415-5,58.9,Positive (>6.38%),1.9,20.0,2.75
Compound_0806,CAS-102418-6,61.7,Positive (>6.38%),2.14,20.0,4.17
Compound_0807,CAS-102421-7,73.4,Positive (>6.38%),0.8,110.0,2.27
Compound_0808,CAS-102424-8,58.0,Positive (>6.38%),3.15,143.6,13.76
Compound_0809,CAS-102427-9,96.1,Positive (>6.38%),1.42,393.8,0.28
Compound_0810,CAS-102430-0,48.8,Positive (>6.38%),15.5,20.0,5.59
Compound_0811,CAS-102433-1,64.4,Positive (>6.38%),2.09,311.3,11.1
Compound_0812,CAS-102436-2,58.8,Positive (>6.38%),2.13,42.4,8.15
Compound_0813,CAS-102439-3,99.9,Positive (>6.38%),2.67,90.2,1.02
Compound_0814,CAS-102442-4,72.8,Positive (>6.38%),7.96,68.5,1.75
Compound_0815,CAS-102445-5,91.2,Positive (>6.38%),5.16,92.0,6.31
Compound_0816,CAS-102448-6,35.8,Positive (>6.38%),1.92,29.4,0.44
Compound_0817,CAS-102451-7,74.4,Positive (>6.38%),4.06,126.1,8.35
Compound_0818,CAS-102454-8,88.1,Positive (>6.38%),2.82,291.2,6.35
Compound_0819,CAS-102457-9,70.3,Positive (>6.38%),2.17,104.9,6.54
Compound_0820,CAS-102460-0,91.9,Positive (>6.38%),0.8,121.4,0.53
Compound_0821,CAS-102463-1,57.1,Positive (>6.38%),2.0,340.0,6.32
Compound_0822,CAS-102466-2,99.5,Positive (>6.38%),0.9,220.4,5.69
Compound_0823,CAS-102469-3,99.9,Positive (>6.38%),7.88,121.4,8.89
Compound_0824,CAS-102472-4,60.5,Positive (>6.38%),1.31,53.6,0.21
Compound_0825,CAS-102475-5,58.7,Positive (>6.38%),9.73,389.2,0.12
Compound_0826,CAS-102478-6,99.9,Positive (>6.38%),2.44,154.9,2.33
Compound_0827,CAS-102481-7,99.9,Positive (>6.38%),3.19,45.0,0.81
Compound_0828,CAS-102484-8,57.0,Positive (>6.38%),2.51,56.4,4.09
Compound_0829,CAS-102487-9,59.3,Positive (>6.38%),0.8,292.5,12.47
Compound_0830,CAS-102490-0,62.3,Positive (>6.38%),1.51,20.0,2.48
Compound_0831,CAS-102493-1,38.9,Positive (>6.38%),0.8,871.2,9.32
Compound_0832,CAS-102496-2,48.3,Positive (>6.38%),3.12,25.1,0.01
Compound_0833,CAS-102499-3,46.4,Positive (>6.38%),1.89,286.2,0.92
Compound_0834,CAS-102502-4,51.6,Positive (>6.38%),4.82,90.4,0.15
Compound_0835,CAS-102505-5,67.7,Positive (>6.38%),0.8,122.0,1.99
Compound_0836,CAS-102508-6,73.7,Positive (>6.38%),0.8,382.6,11.94
Compound_0837,CAS-102511-7,99.9,Positive (>6.38%),1.67,95.9,0.51
Compound_0838,CAS-102514-8,46.5,Positive (>6.38%),8.36,138.8,4.66
Compound_0839,CAS-102517-9,90.2,Positive (>6.38%),3.97,20.0,3.0
Compound_0840,CAS-102520-0,63.8,Positive (>6.38%),1.74,20.0,13.94
Compound_0841,CAS-102523-1,67.4,Positive (>6.38%),2.33,50.5,0.65
Compound_0842,CAS-102526-2,83.3,Positive (>6.38%),0.8,205.4,1.19
Compound_0843,CAS-102529-3,43.8,Positive (>6.38%),13.35,23.3,0.15
Compound_0844,CAS-102532-4,76.9,Positive (>6.38%),3.51,21.7,2.85
Compound_0845,CAS-102535-5,72.2,Positive (>6.38%),1.08,95.3,1.63
Compound_0846,CAS-102538-6,79.3,Positive (>6.38%),2.82,187.9,10.2
Compound_0847,CAS-102541-7,74.9,Positive (>6.38%),0.8,224.1,4.64
Compound_0848,CAS-102544-8,99.9,Positive (>6.38%),10.81,35.4,4.76
Compound_0849,CAS-102547-9,54.5,Positive (>6.38%),0.8,20.0,3.8
Compound_0850,CAS-102550-0,56.8,Positive (>6.38%),3.34,507.6,0.48
Compound_0851,CAS-102553-1,54.8,Positive (>6.38%),0.9,54.4,2.94
Compound_0852,CAS-102556-2,56.3,Positive (>6.38%),4.05,345.5,35.0
Compound_0853,CAS-102559-3,54.5,Positive (>6.38%),4.8,358.4,9.02
Compound_0854,CAS-102562-4,94.7,Positive (>6.38%),3.58,266.5,11.2
Compound_0855,CAS-102565-5,99.8,Positive (>6.38%),3.05,33.3,8.66
Compound_0856,CAS-102568-6,55.9,Positive (>6.38%),7.14,310.5,0.54
Compound_0857,CAS-102571-7,50.2,Positive (>6.38%),0.8,264.0,1.29
Compound_0858,CAS-102574-8,78.9,Positive (>6.38%),1.29,163.5,0.02
Compound_0859,CAS-102577-9,56.4,Positive (>6.38%),0.91,74.0,1.81
Compound_0860,CAS-102580-0,82.4,Positive (>6.38%),14.16,54.8,0.57
Compound_0861,CAS-102583-1,73.0,Positive (>6.38%),1.58,23.4,3.2
Compound_0862,CAS-102586-2,35.2,Positive (>6.38%),4.22,128.3,5.65
Compound_0863,CAS-102589-3,99.9,Positive (>6.38%),3.69,158.4,10.38
Compound_0864,CAS-102592-4,99.9,Positive (>6.38%),0.8,80.1,6.92
Compound_0865,CAS-102595-5,55.0,Positive (>6.38%),0.87,116.1,13.95
Compound_0866,CAS-102598-6,60.0,Positive (>6.38%),1.06,81.3,0.28
Compound_0867,CAS-102601-7,74.8,Positive (>6.38%),1.69,184.4,0.06
Compound_0868,CAS-102604-8,75.9,Positive (>6.38%),0.85,416.7,5.41
Compound_0869,CAS-102607-9,83.0,Positive (>6.38%),0.8,32.2,1.71
Compound_0870,CAS-102610-0,99.9,Positive (>6.38%),6.77,86.5,1.46
Compound_0871,CAS-102613-1,64.6,Positive (>6.38%),10.78,27.3,2.01
Compound_0872,CAS-102616-2,50.9,Positive (>6.38%),1.34,176.5,1.57
Compound_0873,CAS-102619-3,38.2,Positive (>6.38%),1.32,234.9,3.58
Compound_0874,CAS-102622-4,52.4,Positive (>6.38%),0.8,483.7,2.9
Compound_0875,CAS-102625-5,67.8,Positive (>6.38%),3.65,58.8,3.59
Compound_0876,CAS-102628-6,99.9,Positive (>6.38%),5.59,540.0,5.58
Compound_0877,CAS-102631-7,57.1,Positive (>6.38%),0.8,20.0,2.45
Compound_0878,CAS-102634-8,73.4,Positive (>6.38%),0.8,166.3,1.45
Compound_0879,CAS-102637-9,68.1,Positive (>6.38%),5.0,20.0,0.91
Compound_0880,CAS-102640-0,94.6,Positive (>6.38%),3.07,403.6,2.15
Compound_0881,CAS-102643-1,99.9,Positive (>6.38%),0.8,135.8,6.77
Compound_0882,CAS-102646-2,56.8,Positive (>6.38%),3.12,199.2,7.07
Compound_0883,CAS-102649-3,57.7,Positive (>6.38%),1.18,320.6,5.5
Compound_0884,CAS-102652-4,91.5,Positive (>6.38%),1.47,29.3,1.33
Compound_0885,CAS-102655-5,83.5,Positive (>6.38%),4.7,20.0,4.43
Compound_0886,CAS-102658-6,99.9,Positive (>6.38%),5.33,380.0,4.23
Compound_0887,CAS-102661-7,81.3,Positive (>6.38%),1.64,68.1,3.31
Compound_0888,CAS-102664-8,60.6,Positive (>6.38%),9.41,24.9,3.99
Compound_0889,CAS-102667-9,81.5,Positive (>6.38%),1.67,113.8,3.38
Compound_0890,CAS-102670-0,92.9,Positive (>6.38%),4.73,164.2,4.17
Compound_0891,CAS-102673-1,86.6,Positive (>6.38%),2.12,20.0,6.29
Compound_0892,CAS-102676-2,79.7,Positive (>6.38%),7.29,57.9,0.58
Compound_0893,CAS-102679-3,92.0,Positive (>6.38%),7.63,20.0,6.92
Compound_0894,CAS-102682-4,94.2,Positive (>6.38%),0.8,98.2,0.73
Compound_0895,CAS-102685-5,98.9,Positive (>6.38%),8.82,405.9,0.34
Compound_0896,CAS-102688-6,82.8,Positive (>6.38%),5.59,729.8,18.67
Compound_0897,CAS-102691-7,64.8,Positive (>6.38%),5.01,182.4,15.73
Compound_0898,CAS-102694-8,71.7,Positive (>6.38%),0.8,31.7,0.31
Compound_0899,CAS-102697-9,95.0,Positive (>6.38%),5.23,425.3,2.93
Compound_0900,CAS-102700-0,50.5,Positive (>6.38%),6.07,130.7,1.03
Compound_0901,CAS-102703-1,76.6,Positive (>6.38%),1.09,30.0,3.32
Compound_0902,CAS-102706-2,59.8,Positive (>6.38%),9.73,458.6,8.86
Compound_0903,CAS-102709-3,69.1,Positive (>6.38%),0.8,255.0,15.04
Compound_0904,CAS-102712-4,96.6,Positive (>6.38%),0.8,236.8,5.03
Compound_0905,CAS-102715-5,72.7,Positive (>6.38%),2.47,222.3,2.18
Compound_0906,CAS-102718-6,69.5,Positive (>6.38%),2.74,40.2,4.62
Compound_0907,CAS-102721-7,38.6,Positive (>6.38%),3.32,42.7,1.87
Compound_0908,CAS-102724-8,84.9,Positive (>6.38%),0.8,209.8,12.03
Compound_0909,CAS-102727-9,82.7,Positive (>6.38%),10.33,44.7,10.22
Compound_0910,CAS-102730-0,99.9,Positive (>6.38%),0.8,103.9,4.08
Compound_0911,CAS-102733-1,61.7,Positive (>6.38%),0.8,274.2,1.96
Compound_0912,CAS-102736-2,73.3,Positive (>6.38%),0.8,275.8,1.74
Compound_0913,CAS-102739-3,74.0,Positive (>6.38%),2.68,108.7,0.17
Compound_0914,CAS-102742-4,99.9,Positive (>6.38%),8.61,282.8,8.46
Compound_0915,CAS-102745-5,66.4,Positive (>6.38%),3.51,328.3,2.99
Compound_0916,CAS-102748-6,74.6,Positive (>6.38%),5.53,191.4,1.97
Compound_0917,CAS-102751-7,81.9,Positive (>6.38%),0.8,46.7,3.18
Compound_0918,CAS-102754-8,72.6,Positive (>6.38%),2.5,57.6,8.54
Compound_0919,CAS-102757-9,58.7,Positive (>6.38%),1.97,68.1,0.67
Compound_0920,CAS-102760-0,72.8,Positive (>6.38%),2.21,22.4,9.75
Compound_0921,CAS-102763-1,92.1,Positive (>6.38%),0.8,57.4,11.39
Compound_0922,CAS-102766-2,45.9,Positive (>6.38%),3.69,42.3,14.66
Compound_0923,CAS-102769-3,71.4,Positive (>6.38%),2.24,109.4,2.53
Compound_0924,CAS-102772-4,53.1,Positive (>6.38%),4.64,430.3,1.22
Compound_0925,CAS-102775-5,94.8,Positive (>6.38%),2.13,20.0,2.34
Compound_0926,CAS-102778-6,35.0,Positive (>6.38%),0.8,229.3,2.02
Compound_0927,CAS-102781-7,56.2,Positive (>6.38%),3.34,209.2,0.97
Compound_0928,CAS-102784-8,76.8,Positive (>6.38%),0.8,20.0,4.67
Compound_0929,CAS-102787-9,99.9,Positive (>6.38%),6.59,460.5,3.24
Compound_0930,CAS-102790-0,67.1,Positive (>6.38%),3.04,151.3,10.04
Compound_0931,CAS-102793-1,56.3,Positive (>6.38%),0.8,81.4,0.16
Compound_0932,CAS-102796-2,99.9,Positive (>6.38%),10.49,254.3,5.16
Compound_0933,CAS-102799-3,36.6,Positive (>6.38%),2.34,53.6,7.2
Compound_0934,CAS-102802-4,20.1,Positive (>6.38%),0.8,212.9,7.12
Compound_0935,CAS-102805-5,78.2,Positive (>6.38%),3.15,20.0,10.86
Compound_0936,CAS-102808-6,57.5,Positive (>6.38%),0.93,329.2,6.53
Compound_0937,CAS-102811-7,46.0,Positive (>6.38%),5.21,107.0,13.14
Compound_0938,CAS-102814-8,84.1,Positive (>6.38%),5.45,182.3,2.02
Compound_0939,CAS-102817-9,73.9,Positive (>6.38%),12.35,45.0,3.5
Compound_0940,CAS-102820-0,56.1,Positive (>6.38%),2.23,203.5,0.07
Compound_0941,CAS-102823-1,40.3,Positive (>6.38%),1.94,266.3,0.03
Compound_0942,CAS-102826-2,87.7,Positive (>6.38%),4.48,115.4,1.37
Compound_0943,CAS-102829-3,82.8,Positive (>6.38%),0.8,173.1,0.53
Compound_0944,CAS-102832-4,66.3,Positive (>6.38%),2.53,109.7,1.51
Compound_0945,CAS-102835-5,99.9,Positive (>6.38%),2.53,404.1,0.97
Compound_0946,CAS-102838-6,45.0,Positive (>6.38%),0.8,124.0,0.14
Compound_0947,CAS-102841-7,34.9,Negative,1.73,331.9,12.0
Compound_0948,CAS-102844-8,53.3,Positive (>6.38%),6.14,290.9,0.04
Compound_0949,CAS-102847-9,67.5,Positive (>6.38%),6.2,95.1,6.66
Compound_0950,CAS-102850-0,73.9,Positive (>6.38%),0.8,47.1,0.83
Compound_0951,CAS-102853-1,63.2,Positive (>6.38%),0.8,93.8,12.17
Compound_0952,CAS-102856-2,76.2,Positive (>6.38%),0.98,315.0,11.17
Compound_0953,CAS-102859-3,41.0,Positive (>6.38%),6.65,46.5,5.31
Compound_0954,CAS-102862-4,99.9,Positive (>6.38%),0.8,133.8,5.58
Compound_0955,CAS-102865-5,66.7,Positive (>6.38%),4.07,295.3,0.03
Compound_0956,CAS-102868-6,93.1,Positive (>6.38%),0.8,78.5,20.96
Compound_0957,CAS-102871-7,76.0,Positive (>6.38%),3.12,185.0,10.51
Compound_0958,CAS-102874-8,78.5,Positive (>6.38%),1.41,50.7,11.27
Compound_0959,CAS-102877-9,81.0,Positive (>6.38%),4.98,20.8,5.38
Compound_0960,CAS-102880-0,78.3,Positive (>6.38%),0.85,284.7,2.11
Compound_0961,CAS-102883-1,82.6,Positive (>6.38%),3.26,20.0,11.21
Compound_0962,CAS-102886-2,97.7,Positive (>6.38%),0.86,57.0,1.72
Compound_0963,CAS-102889-3,72.8,Positive (>6.38%),4.0,347.7,4.14
Compound_0964,CAS-102892-4,84.1,Positive (>6.38%),6.62,76.6,0.53
Compound_0965,CAS-102895-5,66.5,Positive (>6.38%),0.8,650.4,12.75
Compound_0966,CAS-102898-6,99.9,Positive (>6.38%),6.45,701.8,0.76
Compound_0967,CAS-102901-7,53.6,Positive (>6.38%),2.88,56.2,1.27
Compound_0968,CAS-102904-8,99.9,Positive (>6.38%),0.8,20.0,4.08
Compound_0969,CAS-102907-9,67.6,Positive (>6.38%),1.79,219.8,7.22
Compound_0970,CAS-102910-0,37.0,Positive (>6.38%),0.8,107.9,4.83
Compound_0971,CAS-102913-1,71.3,Positive (>6.38%),3.86,20.0,1.32
Compound_0972,CAS-102916-2,53.5,Positive (>6.38%),4.55,221.3,0.01
Compound_0973,CAS-102919-3,87.0,Positive (>6.38%),0.8,20.0,7.08
Compound_0974,CAS-102922-4,54.1,Positive (>6.38%),2.26,367.5,21.07
Compound_0975,CAS-102925-5,58.7,Positive (>6.38%),5.39,26.9,8.3
Compound_0976,CAS-102928-6,26.9,Positive (>6.38%),8.8,24.5,3.08
Compound_0977,CAS-102931-7,58.5,Positive (>6.38%),2.31,34.8,11.7
Compound_0978,CAS-102934-8,15.2,Positive (>6.38%),9.6,580.6,2.64
Compound_0979,CAS-102937-9,33.7,Positive (>6.38%),2.46,212.7,3.72
Compound_0980,CAS-102940-0,85.2,Positive (>6.38%),1.6,290.9,3.24
Compound_0981,CAS-102943-1,85.8,Positive (>6.38%),6.03,91.2,2.97
Compound_0982,CAS-102946-2,77.9,Positive (>6.38%),2.17,73.8,7.46
Compound_0983,CAS-102949-3,47.2,Positive (>6.38%),2.04,48.1,3.74
Compound_0984,CAS-102952-4,67.5,Positive (>6.38%),2.16,117.9,1.9
Compound_0985,CAS-102955-5,68.4,Positive (>6.38%),6.0,144.5,1.49
Compound_0986,CAS-102958-6,43.0,Positive (>6.38%),5.71,179.8,0.19
Compound_0987,CAS-102961-7,99.9,Positive (>6.38%),1.65,53.5,4.38
Compound_0988,CAS-102964-8,87.8,Positive (>6.38%),1.3,534.5,1.31
Compound_0989,CAS-102967-9,63.6,Positive (>6.38%),2.17,33.5,0.8
